Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"CD4-positive, alpha-beta T cell, female adult (33 years)","CD4-positive, alpha-beta T cell, female adult (33 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF839IEW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF839IEW.bigBed,ENCSR126EVX,ENCFF839IEW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR126EVX-ENCFF839IEW.tsv,https://www.encodeproject.org/files/ENCFF839IEW/@@download/ENCFF839IEW.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (33 years)","CD4-positive, alpha-beta T cell, female adult (33 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF044PUS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF044PUS.bigBed,ENCSR643GHI,ENCFF044PUS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR643GHI-ENCFF044PUS.tsv,https://www.encodeproject.org/files/ENCFF044PUS/@@download/ENCFF044PUS.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (37 years)","CD4-positive, alpha-beta T cell, female adult (37 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF289RUM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF289RUM.bigBed,ENCSR567IWT,ENCFF289RUM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR567IWT-ENCFF289RUM.tsv,https://www.encodeproject.org/files/ENCFF289RUM/@@download/ENCFF289RUM.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (37 years) treated with Interleukin-17A for 4 hours","CD4-positive, alpha-beta T cell, female adult (37 years) treated with Interleukin-17A for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF253YZY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF253YZY.bigBed,ENCSR408GYQ,ENCFF253YZY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR408GYQ-ENCFF253YZY.tsv,https://www.encodeproject.org/files/ENCFF253YZY/@@download/ENCFF253YZY.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (37 years) treated with Interleukin-6 for 4 hours","CD4-positive, alpha-beta T cell, female adult (37 years) treated with Interleukin-6 for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF844WLY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF844WLY.bigBed,ENCSR883WDW,ENCFF844WLY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR883WDW-ENCFF844WLY.tsv,https://www.encodeproject.org/files/ENCFF844WLY/@@download/ENCFF844WLY.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-6 for 8 hours","CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-6 for 8 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF956YKS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF956YKS.bigBed,ENCSR452RAX,ENCFF956YKS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR452RAX-ENCFF956YKS.tsv,https://www.encodeproject.org/files/ENCFF956YKS/@@download/ENCFF956YKS.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years)","CD4-positive, alpha-beta T cell, female adult (39 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF258IVA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF258IVA.bigBed,ENCSR832IQN,ENCFF258IVA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR832IQN-ENCFF258IVA.tsv,https://www.encodeproject.org/files/ENCFF258IVA/@@download/ENCFF258IVA.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with 100 ng/mL Interleukin-2 for 4 hours","CD4-positive, alpha-beta T cell, female adult (39 years) treated with 100 ng/mL Interleukin-2 for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF813XWD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF813XWD.bigBed,ENCSR324OTS,ENCFF813XWD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR324OTS-ENCFF813XWD.tsv,https://www.encodeproject.org/files/ENCFF813XWD/@@download/ENCFF813XWD.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-10 for 1 hour","CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-10 for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF189SHD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF189SHD.bigBed,ENCSR940UEK,ENCFF189SHD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR940UEK-ENCFF189SHD.tsv,https://www.encodeproject.org/files/ENCFF189SHD/@@download/ENCFF189SHD.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-12 subunit beta for 1 hour, Interleukin-12 subunit alpha for 1 hour","CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-12 subunit beta for 1 hour, Interleukin-12 subunit alpha for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF491SMQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF491SMQ.bigBed,ENCSR642BXP,ENCFF491SMQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR642BXP-ENCFF491SMQ.tsv,https://www.encodeproject.org/files/ENCFF491SMQ/@@download/ENCFF491SMQ.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-15 for 4 hours","CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-15 for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF369FTG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF369FTG.bigBed,ENCSR152FWD,ENCFF369FTG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR152FWD-ENCFF369FTG.tsv,https://www.encodeproject.org/files/ENCFF369FTG/@@download/ENCFF369FTG.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-17A for 1 hour","CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-17A for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF181ZVA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF181ZVA.bigBed,ENCSR388NOI,ENCFF181ZVA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR388NOI-ENCFF181ZVA.tsv,https://www.encodeproject.org/files/ENCFF181ZVA/@@download/ENCFF181ZVA.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-21 for 1 hour","CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-21 for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF909CMG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF909CMG.bigBed,ENCSR424MWH,ENCFF909CMG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR424MWH-ENCFF909CMG.tsv,https://www.encodeproject.org/files/ENCFF909CMG/@@download/ENCFF909CMG.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-4 for 4 hours","CD4-positive, alpha-beta T cell, female adult (39 years) treated with Interleukin-4 for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF518FWN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF518FWN.bigBed,ENCSR635VQU,ENCFF518FWN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR635VQU-ENCFF518FWN.tsv,https://www.encodeproject.org/files/ENCFF518FWN/@@download/ENCFF518FWN.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, male adult (20 years)","CD4-positive, alpha-beta T cell, male adult (20 years)","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF753JMD_ENCFF059IYG_ENCFF427RME.bed,https://downloads.wenglab.org/Registry-V4/ENCFF753JMD_ENCFF059IYG_ENCFF427RME.bigBed,ENCSR376DAE,ENCFF753JMD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR376DAE-ENCFF753JMD.tsv,https://www.encodeproject.org/files/ENCFF753JMD/@@download/ENCFF753JMD.bigWig,,,,,ENCSR712YCY,ENCFF059IYG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR712YCY-ENCFF059IYG.tsv,https://www.encodeproject.org/files/ENCFF059IYG/@@download/ENCFF059IYG.bigWig,ENCSR396RXX,ENCFF427RME,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR396RXX-ENCFF427RME.tsv,https://www.encodeproject.org/files/ENCFF427RME/@@download/ENCFF427RME.bigWig,,,,,,yes
"CD4-positive, alpha-beta T cell, male adult (21 years)","CD4-positive, alpha-beta T cell, male adult (21 years)","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF363IZB_ENCFF591RWC_ENCFF256WHR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF363IZB_ENCFF591RWC_ENCFF256WHR.bigBed,ENCSR683QJJ,ENCFF363IZB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR683QJJ-ENCFF363IZB.tsv,https://www.encodeproject.org/files/ENCFF363IZB/@@download/ENCFF363IZB.bigWig,,,,,ENCSR852FRR,ENCFF591RWC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR852FRR-ENCFF591RWC.tsv,https://www.encodeproject.org/files/ENCFF591RWC/@@download/ENCFF591RWC.bigWig,ENCSR561KOM,ENCFF256WHR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR561KOM-ENCFF256WHR.tsv,https://www.encodeproject.org/files/ENCFF256WHR/@@download/ENCFF256WHR.bigWig,,,,,,no
"CD4-positive, alpha-beta T cell, male adult (21 years) treated with 7.5 μg/kg G-CSF for 4 days","CD4-positive, alpha-beta T cell, male adult (21 years) treated with 7.5 μg/kg G-CSF for 4 days",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF814BAJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF814BAJ.bigBed,ENCSR569ATD,ENCFF814BAJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR569ATD-ENCFF814BAJ.tsv,https://www.encodeproject.org/files/ENCFF814BAJ/@@download/ENCFF814BAJ.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, male adult (37 years)","CD4-positive, alpha-beta T cell, male adult (37 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF980OLF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF980OLF.bigBed,ENCSR167JFX,ENCFF980OLF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR167JFX-ENCFF980OLF.tsv,https://www.encodeproject.org/files/ENCFF980OLF/@@download/ENCFF980OLF.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, male adult (37 years) treated with 7.5 μg/kg G-CSF for 4 days","CD4-positive, alpha-beta T cell, male adult (37 years) treated with 7.5 μg/kg G-CSF for 4 days",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF427BWF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF427BWF.bigBed,ENCSR425MRQ,ENCFF427BWF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR425MRQ-ENCFF427BWF.tsv,https://www.encodeproject.org/files/ENCFF427BWF/@@download/ENCFF427BWF.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, male adult (38 years)","CD4-positive, alpha-beta T cell, male adult (38 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF029XBE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF029XBE.bigBed,ENCSR697FME,ENCFF029XBE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR697FME-ENCFF029XBE.tsv,https://www.encodeproject.org/files/ENCFF029XBE/@@download/ENCFF029XBE.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, alpha-beta T cell, male adult (42 years)","CD4-positive, alpha-beta T cell, male adult (42 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF627YJN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF627YJN.bigBed,ENCSR930USX,ENCFF627YJN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR930USX-ENCFF627YJN.tsv,https://www.encodeproject.org/files/ENCFF627YJN/@@download/ENCFF627YJN.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, CD25-positive, alpha-beta regulatory T cell, female adult (21 years)","CD4-positive, CD25-positive, alpha-beta regulatory T cell, female adult (21 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF774EDF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF774EDF.bigBed,ENCSR534RXN,ENCFF774EDF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR534RXN-ENCFF774EDF.tsv,https://www.encodeproject.org/files/ENCFF774EDF/@@download/ENCFF774EDF.bigWig,,,,,,,,,,,,,,,,,,yes
"CD4-positive, CD25-positive, alpha-beta regulatory T cell, female adult (35 years)","CD4-positive, CD25-positive, alpha-beta regulatory T cell, female adult (35 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF806NHY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF806NHY.bigBed,ENCSR000EQJ,ENCFF806NHY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EQJ-ENCFF806NHY.tsv,https://www.encodeproject.org/files/ENCFF806NHY/@@download/ENCFF806NHY.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, CD25-positive, alpha-beta regulatory T cell, male adult (24 years)","CD4-positive, CD25-positive, alpha-beta regulatory T cell, male adult (24 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF408JGY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF408JGY.bigBed,ENCSR398CXD,ENCFF408JGY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR398CXD-ENCFF408JGY.tsv,https://www.encodeproject.org/files/ENCFF408JGY/@@download/ENCFF408JGY.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, CD25-positive, alpha-beta regulatory T cell, male adult (28 years)","CD4-positive, CD25-positive, alpha-beta regulatory T cell, male adult (28 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF308FQH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF308FQH.bigBed,ENCSR000EQK,ENCFF308FQH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EQK-ENCFF308FQH.tsv,https://www.encodeproject.org/files/ENCFF308FQH/@@download/ENCFF308FQH.bigWig,,,,,,,,,,,,,,,,,,no
"CD4-positive, CD25-positive, alpha-beta regulatory T cell, male adult (56 years)","CD4-positive, CD25-positive, alpha-beta regulatory T cell, male adult (56 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF042RAY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF042RAY.bigBed,ENCSR042WQA,ENCFF042RAY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR042WQA-ENCFF042RAY.tsv,https://www.encodeproject.org/files/ENCFF042RAY/@@download/ENCFF042RAY.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T cell","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF606BET_ENCFF517KZR_ENCFF334PSV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF606BET_ENCFF517KZR_ENCFF334PSV.bigBed,ENCSR295UXT,ENCFF606BET,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR295UXT-ENCFF606BET.tsv,https://www.encodeproject.org/files/ENCFF606BET/@@download/ENCFF606BET.bigWig,,,,,ENCSR624HJH,ENCFF517KZR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR624HJH-ENCFF517KZR.tsv,https://www.encodeproject.org/files/ENCFF517KZR/@@download/ENCFF517KZR.bigWig,ENCSR546YQN,ENCFF334PSV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR546YQN-ENCFF334PSV.tsv,https://www.encodeproject.org/files/ENCFF334PSV/@@download/ENCFF334PSV.bigWig,,,,,,no
"CD8-positive, alpha-beta memory T cell, male adult (24 years)","CD8-positive, alpha-beta memory T cell, male adult (24 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF887FZH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF887FZH.bigBed,ENCSR025BWH,ENCFF887FZH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR025BWH-ENCFF887FZH.tsv,https://www.encodeproject.org/files/ENCFF887FZH/@@download/ENCFF887FZH.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta memory T cell, male adult (30 years)","CD8-positive, alpha-beta memory T cell, male adult (30 years)","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF098QPB_ENCFF341PJV_ENCFF938RJM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF098QPB_ENCFF341PJV_ENCFF938RJM.bigBed,ENCSR705GCU,ENCFF098QPB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR705GCU-ENCFF098QPB.tsv,https://www.encodeproject.org/files/ENCFF098QPB/@@download/ENCFF098QPB.bigWig,,,,,ENCSR298KVO,ENCFF341PJV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR298KVO-ENCFF341PJV.tsv,https://www.encodeproject.org/files/ENCFF341PJV/@@download/ENCFF341PJV.bigWig,ENCSR553QIO,ENCFF938RJM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR553QIO-ENCFF938RJM.tsv,https://www.encodeproject.org/files/ENCFF938RJM/@@download/ENCFF938RJM.bigWig,,,,,,yes
"CD8-positive, alpha-beta memory T cell, male adult (30 years)","CD8-positive, alpha-beta memory T cell, male adult (30 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF245YIL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF245YIL.bigBed,ENCSR625WLB,ENCFF245YIL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR625WLB-ENCFF245YIL.tsv,https://www.encodeproject.org/files/ENCFF245YIL/@@download/ENCFF245YIL.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, female adult (33 years)","CD8-positive, alpha-beta T cell, female adult (33 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF991DNH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF991DNH.bigBed,ENCSR235OZX,ENCFF991DNH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR235OZX-ENCFF991DNH.tsv,https://www.encodeproject.org/files/ENCFF991DNH/@@download/ENCFF991DNH.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, female adult (33 years)","CD8-positive, alpha-beta T cell, female adult (33 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF259VQH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF259VQH.bigBed,ENCSR840TVG,ENCFF259VQH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR840TVG-ENCFF259VQH.tsv,https://www.encodeproject.org/files/ENCFF259VQH/@@download/ENCFF259VQH.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, female adult (34 years)","CD8-positive, alpha-beta T cell, female adult (34 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF326EII.bed,https://downloads.wenglab.org/Registry-V4/ENCFF326EII.bigBed,ENCSR609DDQ,ENCFF326EII,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR609DDQ-ENCFF326EII.tsv,https://www.encodeproject.org/files/ENCFF326EII/@@download/ENCFF326EII.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, male adult (21 years)","CD8-positive, alpha-beta T cell, male adult (21 years)","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF800AIM_ENCFF220LVT_ENCFF966FLQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF800AIM_ENCFF220LVT_ENCFF966FLQ.bigBed,ENCSR020LUD,ENCFF800AIM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR020LUD-ENCFF800AIM.tsv,https://www.encodeproject.org/files/ENCFF800AIM/@@download/ENCFF800AIM.bigWig,,,,,ENCSR796CSH,ENCFF220LVT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR796CSH-ENCFF220LVT.tsv,https://www.encodeproject.org/files/ENCFF220LVT/@@download/ENCFF220LVT.bigWig,ENCSR007HLH,ENCFF966FLQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR007HLH-ENCFF966FLQ.tsv,https://www.encodeproject.org/files/ENCFF966FLQ/@@download/ENCFF966FLQ.bigWig,,,,,,no
"CD8-positive, alpha-beta T cell, male adult (21 years)","CD8-positive, alpha-beta T cell, male adult (21 years)","DNase,ATAC,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF641UWX_ENCFF507AEW_ENCFF272WIY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF641UWX_ENCFF507AEW_ENCFF272WIY.bigBed,ENCSR363BTB,ENCFF641UWX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR363BTB-ENCFF641UWX.tsv,https://www.encodeproject.org/files/ENCFF641UWX/@@download/ENCFF641UWX.bigWig,ENCSR476VJY,ENCFF308HXP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR476VJY-ENCFF308HXP.tsv,https://www.encodeproject.org/files/ENCFF308HXP/@@download/ENCFF308HXP.bigWig,ENCSR367EKE,ENCFF507AEW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR367EKE-ENCFF507AEW.tsv,https://www.encodeproject.org/files/ENCFF507AEW/@@download/ENCFF507AEW.bigWig,ENCSR928PSU,ENCFF272WIY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR928PSU-ENCFF272WIY.tsv,https://www.encodeproject.org/files/ENCFF272WIY/@@download/ENCFF272WIY.bigWig,,,,,,yes
"CD8-positive, alpha-beta T cell, male adult (21 years) treated with 7.5 μg/kg G-CSF for 4 days","CD8-positive, alpha-beta T cell, male adult (21 years) treated with 7.5 μg/kg G-CSF for 4 days",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF486IBK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF486IBK.bigBed,ENCSR842VTJ,ENCFF486IBK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR842VTJ-ENCFF486IBK.tsv,https://www.encodeproject.org/files/ENCFF486IBK/@@download/ENCFF486IBK.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, male adult (37 years)","CD8-positive, alpha-beta T cell, male adult (37 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF938MFJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF938MFJ.bigBed,ENCSR316UDN,ENCFF938MFJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR316UDN-ENCFF938MFJ.tsv,https://www.encodeproject.org/files/ENCFF938MFJ/@@download/ENCFF938MFJ.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, male adult (38 years)","CD8-positive, alpha-beta T cell, male adult (38 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF492QZP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF492QZP.bigBed,ENCSR321KUC,ENCFF492QZP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR321KUC-ENCFF492QZP.tsv,https://www.encodeproject.org/files/ENCFF492QZP/@@download/ENCFF492QZP.bigWig,,,,,,,,,,,,,,,,,,no
"CD8-positive, alpha-beta T cell, male adult (42 years)","CD8-positive, alpha-beta T cell, male adult (42 years)",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF371TES.bed,https://downloads.wenglab.org/Registry-V4/ENCFF371TES.bigBed,ENCSR129HDK,ENCFF371TES,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR129HDK-ENCFF371TES.tsv,https://www.encodeproject.org/files/ENCFF371TES/@@download/ENCFF371TES.bigWig,,,,,,,,,,,,,,,,,,no
