Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Lung, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","Lung, mixed sex postnatal (0 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Lung,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF784TNW_ENCFF990HLQ_ENCFF258KWF_ENCFF811CFN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF784TNW_ENCFF990HLQ_ENCFF258KWF_ENCFF811CFN.bigBed,ENCSR094XAY,ENCFF784TNW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR094XAY-ENCFF784TNW.tsv,,ENCSR102NGD,ENCFF607BGW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR102NGD-ENCFF607BGW.tsv,,ENCSR262CSU,ENCFF990HLQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR262CSU-ENCFF990HLQ.tsv,,ENCSR884MYD,ENCFF258KWF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR884MYD-ENCFF258KWF.tsv,,ENCSR418SBY,ENCFF811CFN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR418SBY-ENCFF811CFN.tsv,,https://downloads.wenglab.org/Registry-V4/ENCFF902BWN.bigBed,yes
"Lung, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF580UOQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF580UOQ.bigBed,ENCSR285LPX,ENCFF580UOQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR285LPX-ENCFF580UOQ.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF487EDN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF487EDN.bigBed,ENCSR059VAQ,ENCFF487EDN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR059VAQ-ENCFF487EDN.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF910AER.bed,https://downloads.wenglab.org/Registry-V4/ENCFF910AER.bigBed,ENCSR293SQC,ENCFF910AER,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR293SQC-ENCFF910AER.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF281BAB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF281BAB.bigBed,ENCSR536FZI,ENCFF281BAB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR536FZI-ENCFF281BAB.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF254SRC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF254SRC.bigBed,ENCSR211TTY,ENCFF254SRC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR211TTY-ENCFF254SRC.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF548YUA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF548YUA.bigBed,ENCSR224ZGJ,ENCFF548YUA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR224ZGJ-ENCFF548YUA.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF068XIF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF068XIF.bigBed,ENCSR756QHG,ENCFF068XIF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR756QHG-ENCFF068XIF.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF326DLM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF326DLM.bigBed,ENCSR575YLW,ENCFF326DLM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR575YLW-ENCFF326DLM.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF019ZYB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF019ZYB.bigBed,ENCSR913OPY,ENCFF019ZYB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR913OPY-ENCFF019ZYB.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF046WVP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF046WVP.bigBed,ENCSR702AVR,ENCFF046WVP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR702AVR-ENCFF046WVP.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF173DSJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF173DSJ.bigBed,ENCSR427LHI,ENCFF173DSJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR427LHI-ENCFF173DSJ.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, male postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF783WEG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF783WEG.bigBed,ENCSR720KMQ,ENCFF783WEG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR720KMQ-ENCFF783WEG.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Lung, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF453RCK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF453RCK.bigBed,ENCSR408JZW,ENCFF453RCK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR408JZW-ENCFF453RCK.tsv,,,,,,,,,,,,,,,,,,,no
"Lung, male adult (2 months) strain B6NCrl C57BL/6","Lung, male adult (2 months) strain B6NCrl C57BL/6","DNase,H3K4me3,CTCF",Lung,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF147SDT_ENCFF944BPE_ENCFF173MWV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF147SDT_ENCFF944BPE_ENCFF173MWV.bigBed,ENCSR000CNM,ENCFF147SDT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CNM-ENCFF147SDT.tsv,,,,,,ENCSR000CAR,ENCFF944BPE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CAR-ENCFF944BPE.tsv,,,,,,ENCSR000CBV,ENCFF173MWV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CBV-ENCFF173MWV.tsv,,,no
"Lung, mixed sex embryo (15.5 days) strain B6NCrl C57BL/6","Lung, mixed sex embryo (15.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Lung,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF085ORL_ENCFF405LLK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF085ORL_ENCFF405LLK.bigBed,,,,,ENCSR668EIA,ENCFF971CIX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR668EIA-ENCFF971CIX.tsv,,ENCSR305GII,ENCFF085ORL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR305GII-ENCFF085ORL.tsv,,ENCSR895BMP,ENCFF405LLK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR895BMP-ENCFF405LLK.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF576JLT.bigBed,yes
"Lung, mixed sex embryo (16.5 days) strain B6NCrl C57BL/6","Lung, mixed sex embryo (16.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Lung,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF693ZEC_ENCFF584JYR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF693ZEC_ENCFF584JYR.bigBed,,,,,ENCSR627OCR,ENCFF359GBF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR627OCR-ENCFF359GBF.tsv,,ENCSR295PFM,ENCFF693ZEC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR295PFM-ENCFF693ZEC.tsv,,ENCSR140UEX,ENCFF584JYR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR140UEX-ENCFF584JYR.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF694XUF.bigBed,yes
Muscle,,,,,,,"https://downloads.wenglab.org/muscle.noccl.cCREs.bed,https://downloads.wenglab.org/muscle.all.cCREs.bed",,,,,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF104GVK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF104GVK.bigBed,ENCSR566VOB,ENCFF104GVK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR566VOB-ENCFF104GVK.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF066QAL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF066QAL.bigBed,ENCSR104BED,ENCFF066QAL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR104BED-ENCFF066QAL.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF038GEA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF038GEA.bigBed,ENCSR641XZF,ENCFF038GEA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR641XZF-ENCFF038GEA.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF500FVE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF500FVE.bigBed,ENCSR862OIS,ENCFF500FVE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR862OIS-ENCFF500FVE.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF183OSS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF183OSS.bigBed,ENCSR073YXT,ENCFF183OSS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR073YXT-ENCFF183OSS.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF095ARZ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF095ARZ.bigBed,ENCSR119IUE,ENCFF095ARZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR119IUE-ENCFF095ARZ.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, female adult (8-10 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, female adult (8-10 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF383KRR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF383KRR.bigBed,ENCSR854SEB,ENCFF383KRR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR854SEB-ENCFF383KRR.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF723FKE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF723FKE.bigBed,ENCSR701ODD,ENCFF723FKE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR701ODD-ENCFF723FKE.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF638FRX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF638FRX.bigBed,ENCSR498SCU,ENCFF638FRX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR498SCU-ENCFF638FRX.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF546ZDJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF546ZDJ.bigBed,ENCSR391YHC,ENCFF546ZDJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR391YHC-ENCFF546ZDJ.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF334ZMW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF334ZMW.bigBed,ENCSR976MHB,ENCFF334ZMW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR976MHB-ENCFF334ZMW.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF890ZKK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF890ZKK.bigBed,ENCSR115SWG,ENCFF890ZKK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR115SWG-ENCFF890ZKK.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF075OWG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF075OWG.bigBed,ENCSR639OQQ,ENCFF075OWG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR639OQQ-ENCFF075OWG.tsv,,,,,,,,,,,,,,,,,,,no
"Gastrocnemius, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF003DTG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF003DTG.bigBed,ENCSR618EUZ,ENCFF003DTG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR618EUZ-ENCFF003DTG.tsv,,,,,,,,,,,,,,,,,,,yes
"Gastrocnemius, male adult (8-10 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Gastrocnemius, male adult (8-10 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF035YSC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF035YSC.bigBed,ENCSR092QSI,ENCFF035YSC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR092QSI-ENCFF035YSC.tsv,,,,,,,,,,,,,,,,,,,no
"Skeletal muscle tissue, male adult (2 months) strain C57BL/6J C57BL/6","Skeletal muscle tissue, male adult (2 months) strain C57BL/6J C57BL/6",DNase,Muscle,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF147NYV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF147NYV.bigBed,ENCSR000CNX,ENCFF147NYV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CNX-ENCFF147NYV.tsv,,,,,,,,,,,,,,,,,,,no
"C2C12, C3H","C2C12, C3H","H3K4me3,CTCF",Muscle,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF265KID_ENCFF173HCU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF265KID_ENCFF173HCU.bigBed,,,,,,,,,ENCSR000AHO,ENCFF265KID,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AHO-ENCFF265KID.tsv,,,,,,ENCSR000AIJ,ENCFF173HCU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AIJ-ENCFF173HCU.tsv,,,no
Myocyte (in vitro differentiated cells),Myocyte (in vitro differentiated cells),H3K4me3,Muscle,In vitro differentiated cells,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF527VTR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF527VTR.bigBed,,,,,,,,,ENCSR000AHT,ENCFF527VTR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AHT-ENCFF527VTR.tsv,,,,,,,,,,,no
Ovary,,,,,,,https://downloads.wenglab.org/ovary.noccl.cCREs.bed,,,,,,,,,,,,,,,,,,,,,,,no
"Ovary, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Ovary, female postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Ovary,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF863RAN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF863RAN.bigBed,ENCSR232ELD,ENCFF863RAN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR232ELD-ENCFF863RAN.tsv,,,,,,,,,,,,,,,,,,,no
"Ovary, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Ovary, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Ovary,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF020VJT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF020VJT.bigBed,ENCSR591ILA,ENCFF020VJT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR591ILA-ENCFF020VJT.tsv,,,,,,,,,,,,,,,,,,,no
"Ovary, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Ovary, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Ovary,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF608TYE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF608TYE.bigBed,ENCSR087SUF,ENCFF608TYE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR087SUF-ENCFF608TYE.tsv,,,,,,,,,,,,,,,,,,,no
"Ovary, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Ovary, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Ovary,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF368REA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF368REA.bigBed,ENCSR362ZRQ,ENCFF368REA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR362ZRQ-ENCFF368REA.tsv,,,,,,,,,,,,,,,,,,,no
Placenta,,,,,,,https://downloads.wenglab.org/placenta.noccl.cCREs.bed,,,,,,,,,,,,,,,,,,,,,,,no
"Placenta, female adult (2 months) strain B6NCrl C57BL/6","Placenta, female adult (2 months) strain B6NCrl C57BL/6","H3K4me3,H3K27ac",Placenta,Tissue,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF403UMI_ENCFF975GEW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF403UMI_ENCFF975GEW.bigBed,,,,,,,,,ENCSR000CDQ,ENCFF403UMI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CDQ-ENCFF403UMI.tsv,,ENCSR000CDO,ENCFF975GEW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CDO-ENCFF975GEW.tsv,,,,,,,no
Small intestine,,,,,,,https://downloads.wenglab.org/small_intestine.noccl.cCREs.bed,,,,,,,,,,,,,,,,,,,,,,,no
"Small intestine, male adult (2 months) strain B6NCrl C57BL/6","Small intestine, male adult (2 months) strain B6NCrl C57BL/6","H3K4me3,H3K27ac,CTCF",Small intestine,Tissue,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF660LCU_ENCFF071OSU_ENCFF577EXI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF660LCU_ENCFF071OSU_ENCFF577EXI.bigBed,,,,,,,,,ENCSR000CCS,ENCFF660LCU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CCS-ENCFF660LCU.tsv,,ENCSR000CCQ,ENCFF071OSU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CCQ-ENCFF071OSU.tsv,,ENCSR000CED,ENCFF577EXI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CED-ENCFF577EXI.tsv,,,no
Spinal cord,,,,,,,https://downloads.wenglab.org/spinal_cord.noccl.cCREs.bed,,,,,,,,,,,,,,,,,,,,,,,no
"MN1, strain B6NCrl C57BL/6","MN1, strain B6NCrl C57BL/6",DNase,Spinal cord,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF721GXA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF721GXA.bigBed,ENCSR732IZK,ENCFF721GXA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR732IZK-ENCFF721GXA.tsv,,,,,,,,,,,,,,,,,,,no
"MN1, treated with 10.0 nM 17β-hydroxy-17-methylestra-4,9,11-trien-3-one  strain B6NCrl C57BL/6","MN1, treated with 10.0 nM 17β-hydroxy-17-methylestra-4,9,11-trien-3-one  strain B6NCrl C57BL/6",DNase,Spinal cord,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF856XZG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF856XZG.bigBed,ENCSR898KAX,ENCFF856XZG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR898KAX-ENCFF856XZG.tsv,,,,,,,,,,,,,,,,,,,no
Spleen,,,,,,,https://downloads.wenglab.org/spleen.noccl.cCREs.bed,,,,,,,,,,,,,,,,,,,,,,,no
